제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-02456-00001,"형태고정방식:석고형, 형태:고체형 고정방식:송풍구클립 :1개, 형태:고체형 고정방식:송풍구클립 :1개, 형태:고체형 고정방식:송풍구클립 :1개, 형태:고체형 고정방식:송풍구클립 :1개, 형태:고체형 고정방식:송풍구클립 :1개 ",10678,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,23,14,15,15,23,21,23,23,21,18,13,11,20,24,26,24,22,91,84,101,112,108,103,87,92,96,99,91,97,109,104,92,95,102,124,131,126,104,91,91,105,112,99,96,88,89,91,106,118,116,108,93,85,91,101,109,102,97,86,80,93,106,117,114,107,107,91,100,115,130,130,125,96,82,101,113,118,117,99,93,89,103,117,118,104,91,89,93,100,126,134,144,125,112,85,87,101,107,112,111,100,88,89,118,143,147,136,111,95,98,108,123,131,130,115,94,93,127,128,144,132,112,101,101,124,124,131,113,107,93,109,116,116,112,103,103,105,123,139,147,133,132,123,122,124,114,115,106,114,114,103,105,125,130,133,122,97,98,108,125,128,129,127,114,122,131,138,149,139,133,111,97,105,126,147,137,127,98,98,104,123,120,129,116,99,93,95,116,128,140,122,115,99,110,111,111,114,118,115,101,101,119,118,134,122,120,91,88,96,102,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,109,88,70,57,68,89,90,87,72,69,64,64,64,71,81,82,65,59,52,80,85,90,72,64,51,56,63,76,84,82,66,61,68,80,78,80,78,54,46,63,71,74,64,63,46,58,58,69,72,60,59,59,61,73,86,77,117,90,87,56,58,70,73,72,51,55,48,52,71,15,88,79,58,58,66,67,75,57,60,52,53,70,76,83,83,67,66,61,61,69,83,84,75,67,70,90,92,91,64,33,33,37,38,49,66,75,76,63,59,76,88,87,86,66,65,79,92,91,94,92,77,65,66,79,104,101,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02301-00001,형태:종이형 고정방식:걸이형 :1개 ,9878,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,3,20,0,0,2,9,4,2,0,10,13,18,7,13,12,0,10,12,15,6,1,3,15,0,2,5,6,3,0,1,0,11,8,22,2,4,0,0,3,8,0,3,0,9,7,4,9,2,1,0,3,1,1,6,0,0,5,3,3,3,11,351,453,501,622,592,577,508,469,371,337,444,442,478,487,574,576,646,782,671,592,568,589,627,614,549,472,523,511,426,585,677,411,406,314,307,209,275,419,277,279,396,306,338,363,429,565,716,841,566,6,9,22,25,30,10,6,3,9,11,27,11,5,4,0,12,11,4,9,26,10,12,0,0,13,8,2,4,291,0,4,0,0,6,0,18,3,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,21,18,28,27,48,30,24,21,43,57,48,18,23,25,29,47,43,32,16,5,11,44,34,33,12,20,34,32,35,19,36,28,15,13,31,45,16,36,29,38,33,33,19,39,51,42,35,38,32,44,37,105,239,162,99,156,161,158,177,172,161,165,189,169,135,181,169,170,186,175,195,156,168,178,174,200,200,216,239,197,228,176,197,210,301,274,255,203,212,201,243,271,376,362,281,240,255,257,273,230,188,119,111,90,107,141,134,148,179,181,203,240,225,276,273,247,142,156,272,281,301,272,261,337,330,409,379,367,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00651-00004,"형태:액체형 고정방식:송풍구클립 :1개, 형태:종이형 고정방식:걸이형 :1개, 형태:액체형 고정방식:걸이형 :1개 ",2593,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,4,6,4,2,0,1,5,5,4,3,0,1,1,1,4,6,6,4,3,7,6,5,1,0,1,1,4,6,4,2,2,1,2,3,3,4,4,3,1,0,0,1,3,5,4,6,3,5,5,6,5,4,5,5,8,7,7,9,10,10,10,20,13,12,20,15,14,1,3,3,5,7,5,5,4,6,4,8,8,9,7,3,3,4,5,2,2,1,1,2,2,5,3,3,3,2,2,3,3,3,2,2,3,3,3,4,3,3,3,2,3,3,3,1,1,1,0,0,2,3,5,5,2,6,4,3,3,2,4,5,5,3,3,4,2,6,5,6,1,4,4,4,1,2,2,2,4,4,5,5,7,2,2,3,2,1,1,1,3,2,2,1,5,4,5,2,1,3,3,4,2,2,2,2,2,0,1,3,2,2,1,4,5,4,2,2,2,0,0,2,3,10,9,11,0,4,5,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,2,4,4,4,2,2,1,1,5,4,3,2,2,2,5,5,5,1,1,1,1,1,5,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00651-00005,"형태:액체형 고정방식:송풍구클립 :1개, 형태:액체형 고정방식:걸이형 :1개 ",2594,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,3,2,7,4,4,7,8,10,11,5,5,2,3,5,6,6,6,4,0,2,5,5,5,2,2,2,2,2,4,4,4,2,5,6,2,5,5,4,8,2,2,9,5,1,2,3,5,4,2,2,2,2,2,2,3,2,4,2,4,3,2,2,2,3,3,2,4,8,4,3,0,1,2,2,5,5,3,3,3,2,8,6,4,4,8,11,8,3,3,1,1,7,7,4,2,2,2,3,5,4,2,4,2,4,6,4,3,3,3,2,2,2,2,2,4,4,4,4,3,11,6,12,16,13,8,7,9,25,16,10,9,9,9,9,8,7,10,7,12,13,9,6,7,9,9,6,5,3,13,11,7,9,5,7,3,5,1,5,6,5,5,7,7,5,9,7,8,1,5,2,10,5,5,3,3,2,4,4,3,0,0,0,0,0,2,3,2,0,0,1,0,0,3,2,6,4,3,3,2,4,3,1,0,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,1,2,0,2,0,0,0,1,0,1,1,1,4,4,6,1,2,0,2,4,4,3,5,0,1,4,3,3,1,0,0,1,0,0,1,0,0,0,2,2,4,14,9,3,3,1,0,0,0,1,0,3,5,4,4,4,38,5,6,5,4,3,4,1,0,0,2,1,0,2,2,4,3,3,3,4,5,5,3,0,0,3,3,5,6,7,4,4,3,3,4,6,6,4,3,0,0,1,1,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00214-00001,"형태:액체형 고정방식:비치형 :1개, 형태:액체형 고정방식:송풍구클립 ",787,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,3,2,3,4,6,6,4,7,4,5,6,7,6,9,6,8,8,6,8,6,6,3,2,1,2,2,2,4,3,6,6,8,5,4,3,2,2,2,2,5,4,5,4,3,4,3,4,6,7,5,4,4,4,3,3,2,3,4,7,7,4,4,3,3,2,1,2,6,6,5,3,2,3,3,2,4,5,9,7,8,5,7,9,8,8,4,4,6,5,5,3,3,3,3,3,5,5,5,2,1,4,5,7,5,5,6,8,7,4,4,6,5,5,2,2,6,5,5,5,8,7,5,9,8,11,7,6,5,7,6,8,8,7,5,3,5,4,2,3,5,7,6,3,2,4,6,7,6,5,5,4,2,2,2,2,2,3,3,7,8,7,3,3,2,2,2,4,6,4,3,3,6,8,6,3,3,4,5,5,7,7,5,2,1,3,4,5,3,3,3,3,3,3,4,4,2,3,5,7,7,6,6,6,5,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,2,2,3,2,3,4,5,6,5,3,3,3,4,4,6,5,7,7,8,10,7,7,7,7,6,6,4,7,6,5,0,2,6,6,4,4,4,4,2,3,6,4,3,2,2,5,6,5,2,3,1,5,6,7,8,5,3,2,2,3,2,2,2,2,4,5,5,5,5,3,2,2,2,1,1,1,0,1,3,3,2,4,3,3,4,2,1,2,2,1,1,3,3,3,4,7,7,4,3,3,3,2,2,3,3,3,2,2,3,1,1,1,2,1,1,1,2,2,1,1,1,1,3,3,6,6,5,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-03176-00001,"형태:고체형 고정방식:비치형 :1개, 고정방식:비치형 ",13336,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-03176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,2,3,2,5,11,10,7,6,6,2,2,5,8,58,42,47,79,116,94,90,68,64,72,74,74,74,68,68,87,86,83,81,77,74,65,77,94,88,92,74,94,68,61,53,94,113,111,92,90,105,82,86,74,63,50,52,48,60,98,121,99,79,75,56,54,64,83,100,69,54,64,68,105,117,130,79,41,49,58,81,112,115,141,142,126,127,163,178,197,186,150,116,91,99,123,132,123,96,105,141,170,151,98,84,64,96,82,128,136,96,101,94,113,107,117,110,113,100,104,104,202,210,242,209,192,171,165,213,216,231,232,222,217,177,208,237,284,298,303,261,224,248,326,324,323,217,152,122,187,202,209,182,185,142,140,191,224,199,201,213,212,217,195,204,203,202,199,169,168,211,286,309,303,300,257,227,219,266,277,270,253,202,188,160,186,207,221,147,125,101,165,175,193,182,167,165,165,185,189,184,180,186,169,148,153,145,140,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190,189,154,110,110,115,140,151,188,200,201,204,224,223,217,204,199,157,147,162,268,285,313,226,192,153,156,158,148,120,123,117,135,164,167,166,120,123,113,113,151,67,132,114,114,122,136,158,151,157,149,123,116,99,135,154,214,195,108,83,86,94,102,110,109,94,93,83,88,90,90,93,107,100,102,97,103,149,196,165,196,206,195,178,125,116,135,154,151,164,142,133,120,111,102,102,109,129,105,85,68,66,85,88,117,131,132,134,110,123,127,125,126,100,83,73,80,106,108,84,83,118,176,171,207,198,141,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02517-00001,"형태:고체형 고정방식:송풍구클립 :1개, 형태:고체형 고정방식:송풍구클립 :1개 ",10982,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,5,5,6,11,7,3,5,5,5,3,4,5,12,10,10,3,5,5,5,6,6,7,5,5,5,7,6,10,10,8,5,8,9,14,13,15,11,11,12,21,24,14,14,10,7,7,5,5,6,6,6,6,6,8,7,7,7,8,10,22,20,20,17,17,17,19,19,21,19,15,9,10,8,10,15,15,15,15,16,12,11,18,22,21,13,11,9,9,11,15,17,17,12,8,10,11,15,16,15,15,14,15,17,19,16,19,16,15,13,14,18,17,17,23,20,20,19,16,19,14,12,8,6,8,11,13,12,12,11,14,13,15,13,15,12,10,3,6,8,8,6,5,8,2,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,10,8,12,10,9,8,5,5,2,6,8,12,11,6,5,5,10,10,9,10,10,10,9,6,9,7,7,6,5,5,6,6,5,7,6,7,2,11,10,10,10,9,9,8,5,5,7,7,7,5,4,2,6,8,8,10,8,6,5,7,7,9,9,7,5,5,3,7,7,7,5,2,1,2,2,4,8,8,4,5,6,8,9,6,6,4,5,5,6,5,5,5,5,4,6,8,8,4,4,2,3,6,7,6,6,4,4,6,7,9,6,6,5,5,9,9,11,12,6,6,4,4,6,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01677-00001,"구성:디퓨저 구성:리필 형태:원형 용량:2000ml, 구성:디퓨저 구성:스틱 형태:원형 용량:200ml, 구성:리필 형태:원형 용량:500ml, 구성:디퓨저 구성:스틱 형태:원형 용량:500ml, 구성:디퓨저 구성:스틱 형태:원형 용량:120ml, 구성:디퓨저 구성:스틱 형태:원형 용량:360ml 200ml",6812,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-01677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,8,8,10,16,129,139,137,148,123,125,121,125,124,119,119,85,88,90,129,153,127,130,101,105,107,141,140,147,140,126,129,137,157,142,109,106,112,122,149,149,126,105,107,102,102,146,156,183,143,113,91,121,120,146,124,110,104,92,91,70,84,90,72,70,59,58,79,79,114,94,74,74,58,72,82,5,77,62,51,154,174,194,125,83,46,1,97,102,145,84,46,39,40,46,66,2,66,64,66,42,7,77,86,110,92,88,55,59,91,91,96,104,104,102,97,115,112,104,90,100,88,60,40,76,100,100,100,74,44,114,297,317,87,21,110,128,137,181,194,153,111,110,104,114,135,139,135,153,132,142,138,178,198,200,147,139,112,136,169,169,158,136,111,110,109,155,167,173,154,110,106,120,153,145,131,101,85,93,136,150,150,141,129,106,94,124,146,169,169,162,116,92,89,85,97,99,110,106,143,135,156,145,136,124,97,108,109,125,110,118,112,97,79,82,95,38,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,35,37,30,30,20,30,28,28,21,18,14,17,24,24,25,21,17,6,14,32,44,31,24,12,21,13,17,14,11,7,0,0,0,2,0,7,5,15,23,31,31,35,114,117,112,108,56,50,37,40,34,31,31,27,33,33,38,27,9,43,96,141,165,114,9,7,107,7,63,63,50,38,27,37,35,35,50,53,55,40,58,64,69,47,41,38,39,40,38,51,46,49,43,48,42,43,49,53,33,27,24,26,26,42,50,55,58,52,43,45,54,81,68,52,46,50,50,67,66,51,39,39,54,54,60,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01677-00002,"구성:디퓨저 구성:리필 형태:원형 용량:2000ml, 구성:리필 형태:원형 용량:500ml 200ml",6813,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-01677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,12,15,9,12,9,15,15,21,21,16,8,6,6,6,9,15,18,15,9,9,12,9,15,18,18,21,21,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,9,9,6,6,3,9,9,12,6,3,0,13,12,15,6,9,9,12,16,19,15,21,24,21,9,6,9,9,12,16,12,12,12,19,22,21,12,12,15,15,18,18,18,12,12,9,15,19,15,12,8,9,6,12,12,15,15,18,12,9,6,6,9,12,15,12,12,12,12,12,12,9,6,9,12,15,12,18,18,15,9,6,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,6,6,0,6,12,12,9,6,6,9,12,12,9,9,9,6,6,12,12,15,12,12,9,9,9,6,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,6,6,3,4,3,9,9,9,3,3,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,6,6,3,3,3,3,3,6,6,6,3,3,6,6,3,3,0,0,0,3,3,0,3,3,3,3,3,6,6,3,3,6,6,6,3,6,6,12,6,6,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01677-00004,구성:디퓨저 구성:스틱 형태:원형 용량:200ml 200ml,6815,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-01677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,6,8,12,20,20,36,44,38,32,34,46,46,38,42,46,50,42,50,48,50,44,40,50,54,58,54,48,28,28,36,50,50,44,46,42,32,34,32,76,76,78,44,38,34,26,72,78,72,32,22,24,24,24,24,26,26,20,34,32,58,48,34,18,18,16,16,54,46,50,20,36,24,28,26,30,32,34,22,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,12,38,34,34,38,18,18,18,14,18,34,32,32,18,12,10,6,4,4,2,14,20,22,14,12,10,10,12,12,8,4,6,8,12,14,18,18,14,14,12,14,14,20,16,14,46,50,56,32,32,26,10,6,8,10,12,18,20,20,14,12,14,24,18,18,4,10,10,10,12,8,14,8,14,12,20,26,26,22,10,10,6,9,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,34,38,25,21,43,117,118,96,25,18,13,5,4,7,6,9,8,6,2,2,5,7,9,6,5,14,24,67,64,46,20,20,21,24,30,15,15,3,2,6,9,11,5,5,3,3,4,4,7,12,17,19,143,207,204,113,113,41,9,12,12,19,24,22,13,16,8,11,10,10,5,5,6,6,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
